mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
4	4	5	5	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	20				
4	4	21/4	21/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	21				
4	4	11/2	11/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	22				
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	23				
4	4	9/2	9/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	24				
5	5	6	6	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	25				
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	26				
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	27				
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	28				
5	5	7	7	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	29				
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	30				
5	5	6	6	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	31				
5	5	6	6	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	32				
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	33				
5	5	7	7	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	34				
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	35				
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	36				
6	6	8	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	37				
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	38				
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	39				
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	40				
6	6	15/2	15/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	41				
6	6	15/2	15/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	42				
6	6	8	8	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	43				
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	44				
7	7	9	9	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	45	ornamentTrill			
7	7	37/4	37/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	46				
7	7	75/8	75/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	47				
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	48				
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	49				
7	7	10	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	50				
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	51				
7	7	9	9	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	52				
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	53				
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	54				
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	55				
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	56				
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	57				
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	58				
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	59				
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	60				
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	61				
8	8	11	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	62				
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	63				
9	9	12	12	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	64				
9	9	49/4	49/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	65				
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	66				
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	67				
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	68				
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	69				
9	9	12	12	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	70				
9	9	12	12	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	71				
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	72				
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	73				
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	74				
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	75				
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	76				
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	77				
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	78				
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	79				
10	10	27/2	27/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	80				
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	81				
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	82				
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	83				
11	11	15	15	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	84	ornamentTrill			
11	11	61/4	61/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	85				
11	11	123/8	123/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	86				
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	87				
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	88				
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	89				
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	90				
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	91				
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	92				
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	93				
12	12	33/2	33/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	94				
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	95				
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	96				
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	97				
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	98				
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	99				
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	100				
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	101				
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	102				
13	13	18	18	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	103				
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	104				
13	13	18	18	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	105				
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	106				
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	107				
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	108				
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	109				
14	14	39/2	39/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	110				
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	111				
14	14	20	20	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	112				
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	113				
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	114				
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	115				
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	116				
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	117				
15	15	21	21	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	118				
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	119				
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	120				
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	121				
15	15	22	22	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	122				
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	123				
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	124				
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	125				
16	16	45/2	45/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	126				
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	127				
16	16	23	23	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	128				
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	129				
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	130				
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	131				
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	132				
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	133				
17	17	24	24	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	134				
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	135				
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	136				
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	137				
17	17	25	25	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	138				
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	139				
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	140				
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	141				
18	18	51/2	51/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	142				
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	143				
18	18	26	26	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	144				
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	145				
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	146				
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	147				
19	19	27	27	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	148				
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	149				
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	150				
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	151				
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	152				
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	153				
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	154				
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	155				
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	156				
20	20	57/2	57/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	157				
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	158				
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	159				
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	160				
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	161				
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	162				
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	163				
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	164				
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	165				
21	21	30	30	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	166				
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	167				
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	168				
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	169				
21	21	31	31	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	170				
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	171				
21	21	30	30	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	172				
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	173				
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	174				
22	22	63/2	63/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	175				
22	22	127/4	127/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	176				
22	22	32	32	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	177				
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	178				
22	22	65/2	65/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	179				
22	22	131/4	131/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	180				
22	22	63/2	63/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	181				
22	22	32	32	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	182				
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	183				
23	23	33	33	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	184				
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	185				
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	186				
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	187				
23	23	34	34	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	188				
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	189				
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	190				
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	191				
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	192				
24	24	69/2	69/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	193				
24	24	139/4	139/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	194				
24	24	35	35	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	195				
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	196				
24	24	71/2	71/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	197				
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	198				
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	199				
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	200				
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	201				
25	25	36	36	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	202				
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	203				
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	204				
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	205				
25	25	37	37	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	206				
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	207				
25	25	36	36	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	208				
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	209				
25	25	37	37	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	210				
26	26	75/2	75/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	211				
26	26	75/2	75/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	212				
26	26	75/2	75/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	213				
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	214				
26	26	38	38	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	215				
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	216				
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	217				
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	218				
27	27	39	39	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	219				
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	220				
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	221				
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	222				
27	27	40	40	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	223				
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	224				
27	27	39	39	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	225				
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	226				
27	27	40	40	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	227				
28	28	81/2	81/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	228				
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	229				
28	28	41	41	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	230				
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	231				
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	232				
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	233				
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	234				
28	28	41	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	235				
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	236				
29	29	42	42	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	237				
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	238				
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	239				
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	240				
29	29	43	43	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	241				
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	242				
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	243				
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	244				
29	29	43	43	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	245				
30	30	87/2	87/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	246				
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	247				
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	248				
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	249				
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	250				
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	251				
30	30	87/2	87/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	252				
30	30	44	44	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	253				
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	254				
31	31	45	45	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	255				
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	256				
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	257				
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	258				
31	31	46	46	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	259				
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	260				
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	261				
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	262				
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	263				
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	264				
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	265				
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	266				
32	32	93/2	93/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	267				
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	268				
32	32	47	47	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	269				
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	270				
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	271				
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	272				
32	32	93/2	93/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	273				
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	274				
32	32	47	47	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	275				
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	276				
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	277				
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	278				
33	33	48	48	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	279				
33	33	193/4	193/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	280				
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	281				
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	282				
33	33	49	49	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	283				
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	284				
33	33	48	48	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	285				
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	286				
33	33	49	49	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	287				
34	34	99/2	99/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	288				
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	289				
34	34	50	50	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	290				
34	34	99/2	99/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	291				
34	34	50	50	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	292				
