mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.5	0	3/8	2/4	2	1	G.I{		G	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	3/2	3/2	1.0	1/4	1/4	2/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	2	5/2	5/2	1.0	0	0	2/4	2	1	vi		G	I		vi		vi							m	0	0	3, 0, 4		3	3
3	2	7/2	7/2	1.0	1/4	1/4	2/4	2	1	IV		G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	9/2	9/2	0.5	0	0	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	5	5	0.5	1/8	1/8	2/4	2	1	vi		G	I		vi		vi							m	0	0	3, 0, 4		3	3
4	3	11/2	11/2	0.5	1/4	1/4	2/4	2	1	ii6		G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	6	6	0.5	3/8	3/8	2/4	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
5	4	13/2	13/2	2.0	0	0	2/4	2	1	I|PAC}		G	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
5	4	8	8	0.0	3/8	3/8	2/4	2	1	{		G	I										{		0	0				
6	5	17/2	17/2	2.0	0	0	2/4	2	1	IV64	I(64)	G	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
7	6	21/2	21/2	2.0	0	0	2/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
8	7	25/2	25/2	1.5	0	0	2/4	2	1	V65		G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
8	7	14	14	0.5	3/8	3/8	2/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
9	8	29/2	29/2	0.5	0	0	2/4	2	1	V(64)		G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
9	8	15	15	1.5	1/8	1/8	2/4	2	1	V|HC}		G	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
10	9	33/2	33/2	1.0	0	0	2/4	2	1	V.I{		G	V		I		I						{	M	0	0	0, 4, 1		0	0
10	9	35/2	35/2	1.0	1/4	1/4	2/4	2	1	V		G	V		V		V							M	0	0	1, 5, 2		1	1
